Sucursal,Asesor,Codigo Asesor,Cliente,Codigo Cliente,U.E.,Litros Empaque,Producto,Litros Potenciales
Caracas,Juan Carlos Valera,77470,AEROCAMIONES DE VENEZUELA C.A,1117,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Caracas,Juan Carlos Valera,77470,AEROCAMIONES DE VENEZUELA C.A,1117,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"208,00"
Caracas,Juan Carlos Valera,77470,AEROCAMIONES DE VENEZUELA C.A,1117,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Caracas,Juan Carlos Valera,77470,"CONSTRUCCIONES YAMARO, C.A",1465,Paila,19,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"57,00"
Caracas,Juan Carlos Valera,77470,"CONSTRUCCIONES YAMARO, C.A",1465,Tambor,208,ECO DYN PREMIUM AW 100 HIDRAULIC OIL,"208,00"
Caracas,Juan Carlos Valera,77470,"CONSTRUCCIONES YAMARO, C.A",1465,Tambor,208,ECO DYN THERMOLUB 100,"208,00"
Caracas,Juan Carlos Valera,77470,"CONSTRUCCIONES YAMARO, C.A",1465,Tote Tank,1040,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.080,00"
Caracas,Juan Carlos Valera,77470,CONSTRUCTORA VIALPA S.A,1651,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.040,00"
Caracas,Juan Carlos Valera,77470,CONSTRUCTORA VIALPA S.A,1651,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Caracas,Juan Carlos Valera,77470,CONSTRUCTORA VIALPA S.A,1651,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Caracas,Juan Carlos Valera,77470,CONSTRUCTORA VIALPA S.A,1651,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Caracas,Juan Carlos Valera,77470,CONSTRUCTORA VIALPA S.A,1651,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"208,00"
Caracas,Juan Carlos Valera,77470,CONSTRUCTORA VIALPA S.A,1651,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"416,00"
Caracas,Juan Carlos Valera,77470,LABORATORIOS LETI S AV,67882,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"3.328,00"
Caracas,Juan Carlos Valera,77470,LABORATORIOS LETI S AV,67882,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"1.248,00"
Caracas,Juan Carlos Valera,77470,"CONSORCIO MINERO LUSO VARGAS,CA CONLUVAR",70449,Tambor,208,ECO DYN INDUSTRIAL GEAR OIL EP 220,"208,00"
Caracas,Juan Carlos Valera,77470,"CONSORCIO MINERO LUSO VARGAS,CA CONLUVAR",70449,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Caracas,Juan Carlos Valera,77470,"CONSORCIO MINERO LUSO VARGAS,CA CONLUVAR",70449,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"1.248,00"
Caracas,Juan Carlos Valera,77470,"CONSORCIO MINERO LUSO VARGAS,CA CONLUVAR",70449,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"208,00"
Caracas,Juan Carlos Valera,77470,"CONSORCIO MINERO LUSO VARGAS,CA CONLUVAR",70449,Tote Tank,1040,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.080,00"
Caracas,Juan Carlos Valera,77470,"CONSORCIO MINERO LUSO VARGAS,CA CONLUVAR",70449,Tote Tank,1040,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.040,00"
Caracas,Juan Carlos Valera,77470,"TREVI CIMENTACIONES, C.A.",15781,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.040,00"
Caracas,Juan Carlos Valera,77470,CONSORCIO B&P,70848,Tote Tank,1040,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"8.320,00"
Caracas,Juan Carlos Valera,77470,CONSORCIO B&P,70848,Tote Tank,1040,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"4.160,00"
Caracas,Juan Carlos Valera,77470,"LABORATORIOS FC PHARMA,CA",74749,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"60,00"
Caracas,Juan Carlos Valera,77470,"LABORATORIOS FC PHARMA,CA",74749,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"95,00"
Caracas,Juan Carlos Valera,77470,"REDVITAL COMERCIALIZADORA, C.A.",77047,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"4.784,00"
Caracas,Juan Carlos Valera,77470,"REDVITAL COMERCIALIZADORA, C.A.",77047,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"416,00"
Caracas,Juan Carlos Valera,77470,C.A.FABRICA NACIONAL DE CEMENTOS S.A.C.A,11683,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.040,00"
Caracas,Juan Carlos Valera,77470,C.A.FABRICA NACIONAL DE CEMENTOS S.A.C.A,11683,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Caracas,Juan Carlos Valera,77470,C.A.FABRICA NACIONAL DE CEMENTOS S.A.C.A,11683,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"208,00"
Caracas,Juan Carlos Valera,77470,INSTITUTO AEROPUERTO INTERNACIONAL DE,77229,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.080,00"
Caracas,Juan Carlos Valera,77470,"PROCTER & GAMBLE INDUSTRIAL, S.C.A.",70228,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"208,00"
Caracas,Juan Carlos Valera,77470,Nestle,5783,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"79,49"
Caracas,Juan Carlos Valera,77470,Nestle,5783,3x1,"11,355",ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"397,43"
Caracas,Juan Carlos Valera,77470,Nestle,5783,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Caracas,Juan Carlos Valera,77470,Nestle,5783,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"208,00"
Caracas,Juan Carlos Valera,77470,"UNION PRODUCTORES AGROPECUARIOS, C.A.",78511,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Caracas,Juan Carlos Valera,77470,"BIMBO DE VENEZUELA,C.A.",51778,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"208,00"
Caracas,Juan Carlos Valera,77470,"BIMBO DE VENEZUELA,C.A.",51778,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Caracas,Juan Carlos Valera,77470,HIDROCAPITAL C.A.,19517,Paila,19,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"285,00"
Caracas,Juan Carlos Valera,77470,HIDROCAPITAL C.A.,19517,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.040,00"
Caracas,Maria Eugenia Duran,79261,"ALIMENTOS POLAR COMERCIAL, C.A.",75026,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"832,00"
Caracas,Maria Eugenia Duran,79261,"ALIMENTOS POLAR COMERCIAL, C.A.",75026,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Caracas,Maria Eugenia Duran,79261,PEPSI-COLA VENEZUELA C.A,27106,Paila,19,ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"95,00"
Caracas,Maria Eugenia Duran,79261,PEPSI-COLA VENEZUELA C.A,27106,Paila,19,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"19,00"
Caracas,Maria Eugenia Duran,79261,PEPSI-COLA VENEZUELA C.A,27106,Paila,19,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"19,00"
Caracas,Maria Eugenia Duran,79261,PEPSI-COLA VENEZUELA C.A,27106,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.040,00"
Caracas,Maria Eugenia Duran,79261,PEPSI-COLA VENEZUELA C.A,27106,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Caracas,Maria Eugenia Duran,79261,"INDUSTRIA LACTEA VENEZOLANA, C.A",71652,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"60,00"
Caracas,Maria Eugenia Duran,79261,"INDUSTRIA LACTEA VENEZOLANA, C.A",71652,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"38,00"
Caracas,Maria Eugenia Duran,79261,"PLUMROSE LATINOAMERICANA, C.A.",74440,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"20,00"
Caracas,Maria Eugenia Duran,79261,"PLUMROSE LATINOAMERICANA, C.A.",74440,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"76,00"
Caracas,Maria Eugenia Duran,79261,"FARMATODO, C.A.",46752,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"40,00"
Caracas,Maria Eugenia Duran,79261,"FARMATODO, C.A.",46752,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"76,00"
Caracas,Maria Eugenia Duran,79261,"ALFONZO RIVAS & CIA, C.A.",57735,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"80,00"
Caracas,Maria Eugenia Duran,79261,"ALFONZO RIVAS & CIA, C.A.",57735,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"208,00"
Caracas,Maria Eugenia Duran,79261,PREPARADOS ALIMENTICIOS PAICA,27966,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"208,00"
Caracas,Maria Eugenia Duran,79261,PREPARADOS ALIMENTICIOS PAICA,27966,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Caracas,Maria Eugenia Duran,79261,FUNDICION DEL CENTRO C.A,1689,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"114,00"
Caracas,Maria Eugenia Duran,79261,FUNDICION DEL CENTRO C.A,1689,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"1.040,00"
Caracas,Maria Eugenia Duran,79261,ACUMULADORES DUNCAN  C.A.,7121,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"114,00"
Caracas,Maria Eugenia Duran,79261,ACUMULADORES DUNCAN  C.A.,7121,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"1.040,00"
Caracas,Maria Eugenia Duran,79261,"PASTAS CAPRI, C.A. (PASTAS CAPRI, C.A.)",59012,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"40,00"
Caracas,Maria Eugenia Duran,79261,"PASTAS CAPRI, C.A. (PASTAS CAPRI, C.A.)",59012,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"19,00"
Caracas,Maria Eugenia Duran,79261,"FABRICA DE PASTAS ALLEGRI, C.A.",73682,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"40,00"
Caracas,Maria Eugenia Duran,79261,"FABRICA DE PASTAS ALLEGRI, C.A.",73682,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"19,00"
Puerto la Cruz,,,"PESQUERA HERMANOS LOFFREDO, C.A.",2737,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"624,00"
Puerto la Cruz,,,"PESQUERA HERMANOS LOFFREDO, C.A.",2737,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"624,00"
Puerto la Cruz,,,"INVERSIONES PROTECNICA, C.A",36853,3x1,"11,355",ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"11,00"
Puerto la Cruz,,,"INVERSIONES PROTECNICA, C.A",36853,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"20,00"
Puerto la Cruz,,,"INVERSIONES PROTECNICA, C.A",36853,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 46,"38,00"
Puerto la Cruz,,,"INVERSIONES PROTECNICA, C.A",36853,Paila,19,BIO MATIC CATERPILLAR TO-4 30,"114,00"
Puerto la Cruz,,,"CLIMAORIENTE, C.A",49330,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"20,00"
Puerto la Cruz,,,"CLIMAORIENTE, C.A",49330,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"19,00"
Puerto la Cruz,,,INVERSIONES Y CONSTRUCCIONES PEROZO C.A,32611,3x1,"11,355",ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"45,00"
Puerto la Cruz,,,INVERSIONES Y CONSTRUCCIONES PEROZO C.A,32611,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"100,00"
Puerto la Cruz,,,INVERSIONES Y CONSTRUCCIONES PEROZO C.A,32611,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"416,00"
Puerto la Cruz,,,INVERSIONES Y CONSTRUCCIONES PEROZO C.A,32611,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto la Cruz,,,ARMANDO SEGUNDO GONZALEZ FIGUEROA,77483,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"40,00"
Puerto la Cruz,,,ARMANDO SEGUNDO GONZALEZ FIGUEROA,77483,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"38,00"
Puerto la Cruz,,,ARMANDO SEGUNDO GONZALEZ FIGUEROA,77483,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"38,00"
Puerto la Cruz,,,ARMANDO SEGUNDO GONZALEZ FIGUEROA,77483,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto la Cruz,,,LISANDRO DEL VALLE GARCIA LOPEZ,77488,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"60,00"
Puerto la Cruz,,,LISANDRO DEL VALLE GARCIA LOPEZ,77488,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"133,00"
Puerto la Cruz,,,LISANDRO DEL VALLE GARCIA LOPEZ,77488,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto la Cruz,,,ALEXANDER JOSE NOGUERA GARCIA,79636,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"120,00"
Puerto la Cruz,,,ALEXANDER JOSE NOGUERA GARCIA,79636,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"95,00"
Puerto la Cruz,,,ANGEL MIGUEL QUIROGA SOBRADO,93036,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"100,00"
Puerto la Cruz,,,ANGEL MIGUEL QUIROGA SOBRADO,93036,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"57,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,"DIALMAPE, C.A",68209,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"34,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,"DIALMAPE, C.A",68209,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"100,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,"DIALMAPE, C.A",68209,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"38,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,"DIALMAPE, C.A",68209,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"190,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,"DIALMAPE, C.A",68209,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,FULL PLAST C.A.,93003,3x1,"11,355",ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"34,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,FULL PLAST C.A.,93003,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"60,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,FULL PLAST C.A.,93003,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"95,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,FULL PLAST C.A.,93003,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,SOLUCIONES Y SERVICIOS ENERGY MS C.A,78272,Paila,19,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"76,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"133,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Paila,19,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.007,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Paila,19,ECO DYN THERMOLUB 220,"342,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Paila,19,ECO GREASE COMPLEX HT-EP,"19,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"4.160,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,NAVIERA PARAGUANA C.A.,76440,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"624,00"
Puerto la Cruz,Jose Alfredo Lopez,27931,EL MORRO CASA DE REPRESENTACION CA,77662,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.664,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.456,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"832,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,ECO DYN INDUSTRIAL GEAR OIL EP 220,"208,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,BIO MATIC TO-4 SAE 10W,"1.040,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"1.456,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"1.040,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"208,00"
Puerto la Cruz,Cesar Ramirez,46125,"VENEZOLANA DE CEMENTOS, S.A.C.A.",41580,Tambor,208,ECO GREASE COMPLEX HT-EP,"1.248,00"
Puerto la Cruz,Cesar Ramirez,46125,"GRAN CACIQUE II, C.A",27462,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"38,00"
Puerto la Cruz,Cesar Ramirez,46125,"GRAN CACIQUE II, C.A",27462,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.664,00"
Puerto la Cruz,Cesar Ramirez,46125,"GRAN CACIQUE II, C.A",27462,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.248,00"
Puerto la Cruz,Cesar Ramirez,46125,FELIPMAR PESCA CA,32355,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"57,00"
Puerto la Cruz,Cesar Ramirez,46125,FELIPMAR PESCA CA,32355,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"624,00"
Puerto la Cruz,Cesar Ramirez,46125,CORPORACION PESQUERA ESMERALDA C.A.,59360,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 46,"57,00"
Puerto la Cruz,Cesar Ramirez,46125,CORPORACION PESQUERA ESMERALDA C.A.,59360,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"624,00"
Puerto la Cruz,Cesar Ramirez,46125,CORPORACION PESQUERA ESMERALDA C.A.,59360,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"416,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"114,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,3x1,"11,355",BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"68,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,3x1,"11,355",CAR MINE BRAKE FLUID -DOT 3,"11,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"40,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"38,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"285,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,Paila,19,ECO GREASE COMPLEX HT-EP,"19,00"
Puerto la Cruz,Cesar Ramirez,46125,CERVECERIA POLAR C.A,5857,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Puerto la Cruz,Cesar Ramirez,46125,"ALIMENTOS POLAR COMERCIAL, C.A",40816,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"23,00"
Puerto la Cruz,Cesar Ramirez,46125,"ALIMENTOS POLAR COMERCIAL, C.A",40816,3x1,"11,355",BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"11,00"
Puerto la Cruz,Cesar Ramirez,46125,"ALIMENTOS POLAR COMERCIAL, C.A",40816,3x1,"11,355",CAR MINE BRAKE FLUID -DOT 3,"11,00"
Puerto la Cruz,Cesar Ramirez,46125,"ALIMENTOS POLAR COMERCIAL, C.A",40816,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"20,00"
Puerto la Cruz,Cesar Ramirez,46125,"ALIMENTOS POLAR COMERCIAL, C.A",40816,Paila,19,ECO GREASE COMPLEX HT-EP,"19,00"
