Sucursal,Asesor,Codigo Asesor,Cliente,Codigo Cliente,U.E.,Litros Empaque,Producto,Litros Potenciales
Maracaibo,Elsio Romero,93031,"AGROPECUARIA NIVAR, C.A.",20872,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Maracaibo,Elsio Romero,93031,"AGROPECUARIA NIVAR, C.A.",20872,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Maracaibo,Elsio Romero,93031,"AGROPECUARIA NIVAR, C.A.",20872,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"208,00"
Maracaibo,Elsio Romero,93031,"AVICOLA LA ROSITA, S.A (AVIROSA)",30308,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Maracaibo,Elsio Romero,93031,"AVICOLA LA ROSITA, S.A (AVIROSA)",30308,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.664,00"
Maracaibo,Elsio Romero,93031,CARBONERA DE NEGOCIOS VENEZOLANOS C.A.,38565,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"208,00"
Maracaibo,Elsio Romero,93031,CARBONERA DE NEGOCIOS VENEZOLANOS C.A.,38565,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Maracaibo,Elsio Romero,93031,CARBONERA DE NEGOCIOS VENEZOLANOS C.A.,38565,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Maracaibo,Elsio Romero,93031,CARBONERA DE NEGOCIOS VENEZOLANOS C.A.,38565,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"208,00"
Maracaibo,Elsio Romero,93031,CARBONERA DE NEGOCIOS VENEZOLANOS C.A.,38565,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Maracaibo,Elsio Romero,93031,"CONSTRUCCIONES Y SERVICIOS A&G, C.A",79039,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"38,00"
Maracaibo,Elsio Romero,93031,"CONSTRUCCIONES Y SERVICIOS A&G, C.A",79039,Paila,19,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"19,00"
Maracaibo,Elsio Romero,93031,DISTRIBUIDORA Y PROCESADORA DE CARNES CA,78124,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"68,00"
Maracaibo,Elsio Romero,93031,DISTRIBUIDORA Y PROCESADORA DE CARNES CA,78124,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Maracaibo,Elsio Romero,93031,DISTRIBUIDORA Y PROCESADORA DE CARNES CA,78124,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"208,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE API SP/SN SAE 20W-50,"136,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"140,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"342,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,Paila,19,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"133,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,Paila,19,ECO GREASE COMPLEX HT-EP,"57,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"624,00"
Maracaibo,Elsio Romero,93031,"INDUSTRIAS PROCESADORA DEL MAR, C.A",51167,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.040,00"
Maracaibo,Elsio Romero,93031,"INGENIERIA 3030, C.A",76591,Paila,19,ECO GREASE COMPLEX HT-EP,"57,00"
Maracaibo,Elsio Romero,93031,"INGENIERIA 3030, C.A",76591,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"624,00"
Maracaibo,Elsio Romero,93031,"INGENIERIA 3030, C.A",76591,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Maracaibo,Elsio Romero,93031,"INGENIERIA 3030, C.A",76591,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"416,00"
Maracaibo,Elsio Romero,93031,"INVERSIONES AVICOLAS,C.A.",76475,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"624,00"
Maracaibo,Elsio Romero,93031,"INVERSIONES AVICOLAS,C.A.",76475,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Maracaibo,Elsio Romero,93031,"INVERSIONES AVICOLAS,C.A.",76475,Tambor,208,ECO DYN PREMIUM AW 100 HIDRAULIC OIL,"416,00"
Maracaibo,Elsio Romero,93031,"INVERSIONES AVICOLAS,C.A.",76475,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"832,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Paila,19,ECO GREASE COMPLEX HT-EP,"57,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"4.160,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.248,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"4.160,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,ECO DYN INDUSTRIAL GEAR OIL EP 220,"416,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,ECO DYN INDUSTRIAL GEAR OIL EP 460,"624,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,ECO DYN INDUSTRIAL GEAR OIL EP 1000,"2.080,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"416,00"
Maracaibo,Omer Galban,45511,CEMENTOS CATATUMBO C.A.,128,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"832,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.456,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"416,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"832,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"624,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"416,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"416,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"416,00"
Maracaibo,Omer Galban,45511,CONSTRUCTORES VENEZOLANOS C A,224,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"624,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Paila,19,ECO CLASSIC SYNTHETIC BLEND MULTIGRADE API SP/SN SAE 20W-50,"19,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Paila,19,ECO GREASE COMPLEX HT-EP,"190,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"6.240,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"2.496,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 32,"1.040,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 46,"1.040,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"3.120,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO DYN INDUSTRIAL GEAR OIL EP 220,"624,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,ECO DYN THERMOLUB 220,"1.248,00"
Maracaibo,Omer Galban,45511,INVERSIONES MARINAS DEL LAGO C.A,28707,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"1.664,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"CONKRETOS, S.A",61462,Bidon,"20,000",CAR MINE  HEAVY DUTY COOLANT,"80,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"CONKRETOS, S.A",61462,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.596,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"INVERSIONES C&G 2006, C.A",42462,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"855,00"
Puerto Ordaz,Onesimo Rodriguez,44711,MATERIALES GRAN SABANA C.A.,34612,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"190,00"
Puerto Ordaz,Onesimo Rodriguez,44711,GRACOR Industria y Comercio,79899,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"380,00"
Puerto Ordaz,Onesimo Rodriguez,44711,GRACOR Industria y Comercio,79899,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.080,00"
Puerto Ordaz,Onesimo Rodriguez,44711,GRACOR Industria y Comercio,79899,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"2.080,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"SERVICIOS Y MAQUINARIAS G Y G, C.A.",67470,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"285,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"SERVICIOS Y MAQUINARIAS G Y G, C.A.",67470,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.080,00"
Puerto Ordaz,Onesimo Rodriguez,44711,PROYECTOS Y CONSTRUCCIONES P&H C.A.,14322,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"95,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ECO CLASSIC SYNTHETIC BLEND MULTIGRADE API SP/SN SAE 20W-50,"304,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"19,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"19,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"361,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ECO DYN INDUSTRIAL GEAR OIL EP 320,"19,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"19,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"19,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"19,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Paila,19,ECO GREASE COMPLEX HT-EP,"266,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"MATERIALES CERAMICOS VENEZUELA, C.A",78313,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"GRUPO MUNDIAL,C.A.",40105,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"2.080,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"GRUPO MUNDIAL,C.A.",40105,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"2.080,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"ORINOCO IRON,SCS",25119,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"2.080,00"
Puerto Ordaz,Onesimo Rodriguez,44711,"FORESTA BOLIVAR, C.A.",46850,Paila,19,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"190,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,3x1,"11,355",ECO CLASSIC SYNTHETIC BLEND MULTIGRADE MOTOR OIL API SN/SL SAE 15W40,"79,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"6.240,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.872,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"4.576,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"832,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,BIO MATIC TO-4 SAE 10W,"2.080,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"4.576,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"1.872,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"1.248,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"1.040,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ECO GREASE COMPLEX HT-EP 3% BIMOLI,"1.248,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"2.288,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"1.248,00"
Puerto Ordaz,Felix Conde,57995,CONSORCIO FERROSUR,79041,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"1.664,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"1.664,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"624,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"2.080,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"416,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"624,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"624,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ECO GREASE COMPLEX HT-EP 3% BIMOLI,"208,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"624,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"416,00"
Puerto Ordaz,Felix Conde,57995,DELL ACQUA C.A,1207,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.080,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"208,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 46,"208,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"208,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"208,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,BIO MATIC TO-4 SAE 10W,"1.040,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"2.080,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"416,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"416,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"624,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"416,00"
Puerto Ordaz,Felix Conde,57995,"GERENPRO, C.A.",35130,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"2.496,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,ECO PLUS MONOGRADE MOTOR OIL API CF SAE 50 TBN 10,"1.248,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"2.496,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"416,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,BIO MATIC TO-4 SAE 10W,"208,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"2.496,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"832,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"624,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5 SAE 85W140,"624,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,ECO GREASE COMPLEX HT-EP 5% BIMOLI,"1.040,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"832,00"
Puerto Ordaz,Felix Conde,57995,VINCCLER C.A.,2840,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"624,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"208,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"208,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,BIO MATIC CATERPILLAR TO-4 30,"208,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"208,00"
Puerto Ordaz,Felix Conde,57995,"C.V.G VENALUM, C.A.",309,Tambor,208,CAR MINE  HEAVY DUTY COOLANT,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,ECO CLASSIC HEAVY DUTY DIESEL MULTIGRADE MOTOR OIL API CI-4 SAE 15W40,"416,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,ECO DYN PREMIUM HYDRAULIC OIL AW 68,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,BIO MATIC AUTOMATIC TRANSMISSION FLUID DEXRON III H,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,BIO MATIC TO-4 SAE 10W,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,BIO MATIC CATERPILLAR TO-4 50,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,ADDENDUM MULTIGRADE GEAR OIL API GL-5  SAE 80W90,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,ECO GREASE COMPLEX HT-EP 3% BIMOLI,"208,00"
Puerto Ordaz,Felix Conde,57995,C.V.G. ALUMINIO DEL CARONI S.A,2988,Tambor,208,CAR MINE COOLANT FLUID - 50/50,"208,00"
